"comp","post_bugs","size","complexity","prior_changes","change_churn","prior_bugs","total","minor","major","ownership","entropy","review_rate","review_churn_rate","voters","minor_voters","major_voters","voter_ownership","self_reviews","too_quick","little_discussion","median_revspeed","mean_revspeed","median_discussion","mean_discussion","minor_wrote_no_major_revd","minor_wrote_no_owner_revd","median_voterscore","mean_voterscore","actors","minor_actors","major_actors","actor_ownership","owner_more_author","median_maxexp","mean_maxexp","median_minexp","mean_minexp","subsystem"
"qtbase.examples/ipc/sharedmemory",0,82,0.121951220582986,2,8,0,2,0,2,0.5,0.979766760734023,1,1,7,0,7,1,1,1,0,17.5165274403727,17.5165274403727,0.000149987194980893,0.000149987194980893,4,4,0,0,11,0,11,1,0,1,1,0.666666666666667,0.701388888888889,"qtbase"
"qtbase.examples/network/bearermonitor",0,413,0.186440678163089,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/network/blockingfortuneclient",0,211,0.11374407624941,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/network/broadcastreceiver",0,56,0.0892857159119898,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/network/broadcastsender",0,66,0.0757575771579431,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/network/dnslookup",0,96,0.19791666750217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,0,12,1,0,1,1,0.978152056277056,0.905742694805195,"qtbase"
"qtbase.examples/network/download",0,108,0.157407408187586,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,7,7,0,0,13,0,13,1,0,1,1,0.666666666666667,0.78999255952381,"qtbase"
"qtbase.examples/network/downloadmanager",0,196,0.137755102480737,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/network/fortuneclient",0,193,0.129533679207496,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,8,8,0,0,15,0,15,1,0,1,1,0.666666666666667,0.789351851851852,"qtbase"
"qtbase.examples/network/fortuneserver",0,124,0.104838710399324,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,7,7,0,0,14,0,14,1,0,1,1,0.666666666666667,0.763020833333333,"qtbase"
"qtbase.examples/network/googlesuggest",0,199,0.165829146147825,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/network/http",0,222,0.117117117514812,2,10,0,2,0,2,0.5,0.982339403086576,1,1,7,0,7,1,1,1,0,17.5165274403727,17.5165274403727,0.000149987194980893,0.000149987194980893,7,7,0,0,16,0,16,1,0,1,1,0.666666666666667,0.780919312169312,"qtbase"
"qtbase.examples/network/loopback",0,152,0.0921052637551939,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/network/multicastreceiver",0,57,0.0877192998461065,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,6,6,0,0,14,0,14,1,0,1,1,0.666666666666667,0.761904761904762,"qtbase"
"qtbase.examples/network/multicastsender",0,84,0.0714285725340136,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,12,0,12,1,0,1,1,0.666666666666667,0.722222222222222,"qtbase"
"qtbase.examples/network/network-chat",0,632,0.167721519119031,1,22,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,7,7,0,0,15,0,15,1,0,1,1,0.666666666666667,0.755208333333333,"qtbase"
"qtbase.examples/network/securesocketclient",0,243,0.127572016819929,2,12,0,2,0,2,0.5,0.987051404692297,1,1,7,0,7,1,2,1,0,17.5165274403727,17.5165274403727,0.000149987194980893,0.000149987194980893,7,7,0,0,15,0,15,1,0,1,1,0.666666666666667,0.782407407407407,"qtbase"
"qtbase.examples/network/threadedfortuneserver",0,123,0.0975609763434464,1,14,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,6,6,0,0,14,0,14,1,0,1,1,0.666666666666667,0.729166666666667,"qtbase"
"qtbase.examples/network/torrent",0,3774,0.17514573399112,4,357,2,4,0,4,0.25,0.98911386991562,1,1,11,0,11,1,2,2,0,18.5064120749414,22.2272935709326,0.00756343208398868,0.0454730035477392,12,12,0,0,29,0,29,0.9375,0,1,0.94921875,0.90625,0.801302083333333,"qtbase"
"qtbase.examples/opengl/2dpainting",0,150,0.0733333339511111,2,73,0,2,0,2,0.5,1,1,1,6,0,6,1,1,0,0,136.419655573713,136.419655573713,0.00120397608924184,0.00120397608924184,4,4,0,0,10,0,10,1,0,1,1,0.666666666666667,0.703703703703704,"qtbase"
"qtbase.examples/opengl/cube",0,202,0.108910891530242,4,135,1,4,0,4,0.25,0.994908871491241,1,1,11,0,11,1,2,2,0,19.0350190401156,69.6172486536517,0.00125547992790995,0.0839856941363665,12,12,0,0.0294117647058824,29,0,29,0.888888888888889,0,1,0.876543209876543,0.888888888888889,0.746141975308642,"qtbase"
"qtbase.examples/opengl/framebufferobject2",0,195,0.0871794876476003,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/opengl/grabber",0,417,0.115107913881269,4,98,0,4,0,4,0.25,0.995405472567001,1,1,10,0,10,1,2,1,0,136.419655573713,280.398994685398,0.00125547992790995,0.0284301385808109,4,4,0,0,16,0,16,1,0,1,1,0.666666666666667,0.762152777777778,"qtbase"
"qtbase.examples/opengl/hellogl",0,209,0.124401914294545,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/opengl/hellogl_es",0,243,0.0617283954478484,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,7,7,0,0,11,0,11,1,0,1,1,0.666666666666667,0.788159013605442,"qtbase"
"qtbase.examples/opengl/hellogl_es2",0,539,0.0742115029546918,3,29,1,3,0,3,0.333333333333333,0.987488438533709,1,1,8,0,8,1,1,2,0,3.48214285714286,12.8383992459627,0.000201491033649003,0.0477190390823682,6,6,0,0,16,0,16,1,0,1,1,0.666666666666667,0.770061728395062,"qtbase"
"qtbase.examples/opengl/hellowindow",0,349,0.0830945561366491,4,179,1,4,0,4,0.25,0.996802084895151,1,1,10,0,10,1,1,0,1,142.749559082892,139.584607328303,0.00732757391725829,0.0870217411310407,22,22,0,0,32,14,18,1,0,1,1,0.978260869565217,0.914817911557042,"qtbase"
"qtbase.examples/opengl/overpainting",0,291,0.140893471085604,4,57,0,4,0,4,0.25,0.994422160589495,1,1,12,0,12,1,2,1,0,97.7989079290044,108.999193098096,0.00125547992790995,0.0423190274696998,4,4,0,0,18,0,18,1,0,1,1,0.666666666666667,0.762152777777778,"qtbase"
"qtbase.examples/opengl/paintedwindow",0,177,0.129943503316416,4,33,0,4,0,4,0.25,0.963059440455259,1,1,11,0,11,1,1,0,0,35.2464225488875,35.9178541315866,0.0597222222222222,0.154885731950189,13,13,0,0,20,0,20,1,0,1,1,0.968077570176215,0.88843325442978,"qtbase"
"qtbase.examples/opengl/pbuffers",0,521,0.138195777516661,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,7,7,0,0,16,0,16,1,0,1,1,0.666666666666667,0.78060333414803,"qtbase"
"qtbase.examples/opengl/pbuffers2",0,267,0.112359550894247,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.719883786848073,"qtbase"
"qtbase.examples/opengl/samplebuffers",0,137,0.0802919714742394,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/opengl/shared",0,274,0.145985401771538,2,53,0,2,0,2,0.5,0.980964047443681,1,1,6,0,6,1,1,0,0,136.419655573713,136.419655573713,0.00120397608924184,0.00120397608924184,6,6,0,0,17,0,17,1,0,1,1,0.666666666666667,0.768468271789754,"qtbase"
"qtbase.examples/opengl/textures",0,194,0.134020619003082,2,12,1,2,0,2,0.5,1,1,1,6,0,6,1,1,1,0,18.6094238020203,18.6094238020203,0.0714778131067278,0.0714778131067278,5,5,0,0,14,0,14,1,0,1,1,0.666666666666667,0.75297619047619,"qtbase"
"qtbase.examples/qmake/precompile",0,40,0.1250000021875,1,14,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/qmake/tutorial",0,19,0.105263162603878,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/qpa/windows",0,181,0.127071823686701,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,12,12,0,0,16,0,16,1,0,1,1,0.9375,0.856348598253234,"qtbase"
"qtbase.examples/qtconcurrent/imagescaling",0,102,0.107843138129566,2,17,0,2,0,2,0.5,0.982762861300962,1,1,7,0,7,1,2,1,0,17.5165274403727,17.5165274403727,0.000149987194980893,0.000149987194980893,7,7,0,0,14,0,14,1,0,1,1,0.666666666666667,0.749727668845316,"qtbase"
"qtbase.examples/qtconcurrent/map",0,15,0.200000005333333,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,6,6,0,0,11,0,11,1,0,1,1,0.666666666666667,0.738095238095238,"qtbase"
"qtbase.examples/qtconcurrent/progressdialog",0,28,0.142857145918367,2,6,0,2,0,2,0.5,1,1,1,7,0,7,1,1,1,0,17.5165274403727,17.5165274403727,0.000149987194980893,0.000149987194980893,6,6,0,0,13,0,13,1,0,1,1,0.666666666666667,0.71844362745098,"qtbase"
"qtbase.examples/qtconcurrent/runfunction",0,13,0.15384616035503,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/qtconcurrent/wordcount",0,75,0.106666667857778,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/sql",0,54,0.0370370388203018,2,77,0,2,0,2,0.5,1,1,1,7,0,7,1,1,1,0,20.8414135979387,20.8414135979387,0.00290638453529925,0.00290638453529925,4,4,0,0,11,0,11,1,0,1,1,0.666666666666667,0.722222222222222,"qtbase"
"qtbase.examples/sql/books",0,220,0.150000000386364,1,12,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.688888888888889,"qtbase"
"qtbase.examples/sql/cachedtable",0,70,0.0857142870204082,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,6,6,0,0,14,0,14,1,0,1,1,0.666666666666667,0.729166666666667,"qtbase"
"qtbase.examples/sql/drilldown",0,301,0.122923588331255,2,114,0,2,0,2,0.5,0.995334157757014,1,1,7,0,7,1,1,1,0,20.8414135979387,20.8414135979387,0.00290638453529925,0.00290638453529925,8,8,0,0,15,0,15,1,0,1,1,0.75,0.792380952380952,"qtbase"
"qtbase.examples/sql/masterdetail",1,602,0.101328903803766,2,16,1,2,0,2,0.5,1,1,1,6,0,6,1,2,0,0,351.489129400476,351.489129400476,0.00230149393040864,0.00230149393040864,7,7,0,0,15,0,15,1,0,1,1,0.666666666666667,0.778133903133903,"qtbase"
"qtbase.examples/sql/querymodel",0,121,0.157024794085104,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/sql/relationaltablemodel",0,48,0.104166668532986,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/sql/sqlbrowser",0,520,0.178846154004068,1,14,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,9,9,0,0,24,0,24,1,0,1,1,0.733333333333333,0.802622958980486,"qtbase"
"qtbase.examples/sql/sqlwidgetmapper",0,128,0.0468750007446289,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/sql/tablemodel",0,30,0.133333336222222,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/threads/mandelbrot",0,324,0.160493827419601,3,15,1,3,0,3,0.333333333333333,0.985629913268072,1,1,7,0,7,1,1,0,0,63.7045454545455,402.992083400481,0.0303030303030303,0.0268005045531144,6,6,0,0,16,0,16,1,0,1,1,0.666666666666667,0.793028322440087,"qtbase"
"qtbase.examples/threads/queuedcustomtype",0,265,0.109433962600214,2,16,0,2,0,2,0.5,0.987638598844653,1,1,7,0,7,1,2,1,0,17.5165274403727,17.5165274403727,0.000149987194980893,0.000149987194980893,6,6,0,0,14,0,14,1,0,1,1,0.666666666666667,0.755208333333333,"qtbase"
"qtbase.examples/threads/semaphores",0,47,0.106382980624717,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/threads/waitconditions",0,65,0.138461539786982,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.694444444444444,"qtbase"
"qtbase.examples/tools/contiguouscache",0,65,0.24615384731361,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,10,0,10,1,0,1,1,0.666666666666667,0.722222222222222,"qtbase"
"qtbase.examples/tools/customtype",0,68,0.147058824783737,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,11,0,11,1,0,1,1,0.666666666666667,0.718827789092555,"qtbase"
"qtbase.examples/tools/customtypesending",0,97,0.113402062769689,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,6,6,0,0,13,0,13,1,0,1,1,0.666666666666667,0.758995247793618,"qtbase"
"qtbase.examples/touch/dials",0,12,0.0833333409722222,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/touch/fingerpaint",0,307,0.120521172924912,2,12,1,2,0,2,0.5,1,1,1,6,0,6,1,1,1,1,18.0157882708848,18.0157882708848,0.0192800109089256,0.0192800109089256,7,7,0,0,19,0,19,0.9,0,1,0.942857142857143,0.666666666666667,0.697936507936508,"qtbase"
"qtbase.examples/touch/knobs",0,54,0.129629631241427,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,5,5,0,0,11,0,11,1,0,1,1,0.666666666666667,0.698412698412698,"qtbase"
"qtbase.examples/touch/pinchzoom",0,182,0.181318681768506,2,12,0,2,0,2,0.5,0.984718478501993,1,1,7,0,7,1,2,1,0,17.5165274403727,17.5165274403727,0.000149987194980893,0.000149987194980893,5,5,0,0,14,0,14,1,0,1,1,0.666666666666667,0.723639455782313,"qtbase"
"qtbase.examples/webkit/webkit-guide/js",0,897,0,1,28,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.examples/widgets/animation/animatedtiles",0,165,0.115151515687787,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,2,2,0,0,8,0,8,1,0,1,1,0.666666666666667,0.711111111111111,"qtbase"
"qtbase.examples/widgets/animation/appchooser",0,100,0.12000000088,2,4,0,2,0,2,0.5,1,1,1,7,0,7,1,2,1,0,17.5165274403727,17.5165274403727,0.000149987194980893,0.000149987194980893,2,2,0,0,11,0,11,1,0,1,1,0.733333333333333,0.752083333333333,"qtbase"
"qtbase.examples/widgets/animation/easing",0,209,0.114832536308693,2,12,0,2,0,2,0.5,0.978495736085595,1,1,7,0,7,1,2,1,0,17.5165274403727,17.5165274403727,0.000149987194980893,0.000149987194980893,3,3,0,0,16,0,16,1,0,1,1,0.8,0.801666666666667,"qtbase"
"qtbase.examples/widgets/animation/moveblocks",0,210,0.0761904766303855,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,2,2,0,0,8,0,8,1,0,1,1,0.666666666666667,0.711111111111111,"qtbase"
"qtbase.examples/widgets/animation/states",0,210,0.0285714290340136,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,2,2,0,0,8,0,8,1,0,1,1,0.666666666666667,0.711111111111111,"qtbase"
"qtbase.examples/widgets/animation/stickman",1,690,0.133333333458937,2,72,0,2,0,2,0.5,0.984436750610651,1,1,7,0,7,1,1,1,0,17.5165274403727,17.5165274403727,0.000149987194980893,0.000149987194980893,4,4,0,0,18,0,18,1,0,1,1,0.8375,0.823411900506405,"qtbase"
"qtbase.examples/widgets/animation/sub-attaq",0,1409,0.124201561453215,3,72,1,2,0,2,0.666666666666667,0.996466224016746,1,1,11,0,11,1,1,1,0,33.7367047468978,39.3259127902694,0.0004151100041511,0.0239807215963451,3,3,0,0,18,0,18,1,0,1,1,0.858333333333333,0.83125,"qtbase"
"qtbase.examples/widgets/desktop/screenshot",0,151,0.125827815148458,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,3,3,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/desktop/systray",0,228,0.0789473688250231,2,41,1,2,0,2,0.5,1,1,1,6,0,6,1,1,0,0,34.9854952305917,34.9854952305917,0.0143349559638707,0.0143349559638707,3,3,0,0,12,0,12,1,0,1,1,0.8,0.826666666666667,"qtbase"
"qtbase.examples/widgets/dialogs/classwizard",0,393,0.0839694658819416,3,12,1,3,0,3,0.333333333333333,0.986112006729432,1,1,8,0,8,1,2,1,0,33.7367047468978,31.6473819299454,0.000201491033649003,0.0304030217663509,2,2,0,0,13,0,13,1,0,1,1,0.8,0.801666666666667,"qtbase"
"qtbase.examples/widgets/dialogs/configdialog",0,185,0.0486486491628926,2,11,1,2,0,2,0.5,1,1,1,6,0,6,1,1,0,0,2365.92027294637,2365.92027294637,0.00379273126148972,0.00379273126148972,2,2,0,0,10,0,10,1,0,1,1,0.8,0.821054421768707,"qtbase"
"qtbase.examples/widgets/dialogs/extension",0,78,0.0384615396942801,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,2,2,0,0,8,0,8,1,0,1,1,0.666666666666667,0.711111111111111,"qtbase"
"qtbase.examples/widgets/dialogs/findfiles",0,187,0.128342246455432,2,7,0,2,0,2,0.5,0.97411089529882,1,1,10,0,10,1,1,0,0,5984.44335237345,5984.44335237345,0.250049241678156,0.250049241678156,2,2,0,0,13,0,13,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/dialogs/licensewizard",0,314,0.0955414015619295,3,12,2,3,0,3,0.333333333333333,1,1,1,7,0,7,1,1,1,1,33.7367047468978,31.9802224836202,0.0384615384615385,0.0431563709089807,2,2,0,0,12,0,12,1,0,1,1,0.8,0.806666666666667,"qtbase"
"qtbase.examples/widgets/dialogs/sipdialog",0,68,0.117647060121107,2,8,0,2,0,2,0.5,0.97411089529882,1,1,7,0,7,1,2,1,0,17.5165274403727,17.5165274403727,0.000149987194980893,0.000149987194980893,2,2,0,0,11,0,11,1,0,1,1,0.733333333333333,0.752083333333333,"qtbase"
"qtbase.examples/widgets/dialogs/standarddialogs",0,422,0.0900473935805575,3,30,1,3,0,3,0.333333333333333,0.984004625883935,0.666666666666667,0.266666666666667,6,0,6,1,1,0,0,46.8228978279943,46.8228978279943,0.0455037871327018,0.0455037871327018,2,2,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/dialogs/tabdialog",0,154,0.0779220785208298,2,7,0,2,0,2,0.5,0.975176744093026,1,1,10,0,10,1,1,0,0,5984.44335237345,5984.44335237345,0.250049241678156,0.250049241678156,3,3,0,0,15,0,15,1,0,1,1,0.8,0.814166666666667,"qtbase"
"qtbase.examples/widgets/dialogs/trivialwizard",0,57,0.0877192998461065,2,5,1,2,0,2,0.5,1,1,1,6,0,6,1,1,0,0,46.8228978279943,46.8228978279943,0.0455037871327018,0.0455037871327018,2,2,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/draganddrop/draggableicons",0,126,0.119047619746788,2,10,0,2,0,2,0.5,0.976740528474931,1,1,7,0,7,1,2,1,0,17.5165274403727,17.5165274403727,0.000149987194980893,0.000149987194980893,3,3,0,0,13,0,13,1,0,1,1,0.8,0.801666666666667,"qtbase"
"qtbase.examples/widgets/draganddrop/draggabletext",0,135,0.14814814877915,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,3,3,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/draganddrop/dropsite",0,174,0.120689655677765,2,22,0,2,0,2,0.5,0.980416898876146,1,1,7,0,7,1,1,1,0,17.5165274403727,17.5165274403727,0.000149987194980893,0.000149987194980893,3,3,0,0,13,0,13,1,0,1,1,0.8,0.801666666666667,"qtbase"
"qtbase.examples/widgets/draganddrop/fridgemagnets",0,187,0.13368984003546,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,3,3,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/draganddrop/puzzle",0,362,0.140883978137877,1,14,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,4,4,0,0,14,0,14,1,0,1,1,0.8,0.814166666666667,"qtbase"
"qtbase.examples/widgets/effects/blurpicker",0,158,0.126582279033809,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,2,2,0,0,8,0,8,1,0,1,1,0.666666666666667,0.711111111111111,"qtbase"
"qtbase.examples/widgets/effects/fademessage",0,93,0.0752688181986357,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,2,2,0,0,8,0,8,1,0,1,1,0.666666666666667,0.711111111111111,"qtbase"
"qtbase.examples/widgets/effects/lighting",0,100,0.09000000091,1,6,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,2,2,0,0,8,0,8,1,0,1,1,0.666666666666667,0.711111111111111,"qtbase"
"qtbase.examples/widgets/graphicsview/anchorlayout",0,63,0.0317460332829428,1,2,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,3,3,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
"qtbase.examples/widgets/graphicsview/basicgraphicslayouts",0,123,0.0894308950492432,1,10,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,33.7367047468978,33.7367047468978,9.84833563127831e-05,9.84833563127831e-05,3,3,0,0,10,0,10,1,0,1,1,0.733333333333333,0.783333333333333,"qtbase"
